"","YeagerAI","Senior Full-Stack Javascript Developer","Full-stack","IC-3","N/A","Remote","USD","85","87.5","90","","","","","",""
"","PromoFarma/DocMorris","Senior Frontend Developer (m/w/d)","Frontend","IC-3","Barcelona","In Office","EUR","35","47.5","60","","","","","",""
"","LambdaLoopers","Full Stack Engineer (.NET)","Full-stack","IC-2","N/A","Remote","EUR","38","44.5","51","","","","","",""
"","Kantox","Java Software Engineer","Backend","IC-2","Barcelona","Remote","EUR","45","52.5","60","","","","","",""
"","RapidAnd","Software Engineer","Backend","IC-2","N/A","Remote","EUR","30","37.5","45","","","","","",""
"","AstraZeneca","Snowflake Lead Data Platform Engineer","Data","IC-4","Barcelona","In Office","EUR","60","70","80","","","","","",""
"","Lessthan3","DevOps Engineer","Devops","IC-2","N/A","Remote","EUR","35","37.5","40","","","","","",""
"","SITA","Senior QA Engineer","QA","IC-3","Barcelona","In Office","EUR","35","42","49","","","","","",""
"","SITA","Senior Java Developer","Backend","IC-3","Barcelona","In Office","EUR","39","44","49","","","","","",""
"","SITA","Senior C++ Software Developer","Backend","IC-3","Barcelona","In Office","EUR","39","44","49","","","","","",""
"","The Hotels Network","SaaS Business/Data Analyst","Data","IC-2","Barcelona","Remote","EUR","40","50","60","","","","","",""
"","PromoFarma/DocMorris","Frontend Developer (m/f/d)","Frontend","IC-2","Barcelona","Remote","EUR","30","40","50","","","","","",""
"","Caravelo","Senior Frontend Developer","Frontend","IC-3","Barcelona","In Office","EUR","40","50","60","","","","","",""
"","Caravelo","Senior Backend Developer","Backend","IC-3","Barcelona","In Office","EUR","45","52.5","60","","","","","",""
"","Caravelo","Staff Engineer","Backend","IC-4","Barcelona","In Office","EUR","70","85","100","","","","","",""
"","Caravelo","Senior Engineering Manager","Management","M-3","Barcelona","In Office","EUR","60","75","90","","","","","",""
"","TwinRed","Senior / Lead Software Engineer (Go)","Backend","IC-3","Barcelona","In Office","EUR","55","70","85","","","","","",""
"","PromoFarma/DocMorris","Junior Data Engineer (m/f/d)","Data","IC-1","Barcelona","In Office","EUR","20","30","40","","","","","",""
"","PromoFarma/DocMorris","Senior Frontend Developer (m/w/d)","Frontend","IC-3","Barcelona","Remote","EUR","35","45","55","","","","","",""
"","Kantox","Java Software Engineer","Backend","IC-2","Barcelona","Remote","EUR","45","52.5","60","","","","","",""
"","Kantox","QA Software Engineer","QA","IC-2","Barcelona","Remote","EUR","40","50","60","","","","","",""
"","PromoFarma/DocMorris","Senior Frontend Engineer (m/f/d)","Frontend","IC-3","Barcelona","Remote","EUR","35","45","55","","","","","",""
"","Gridwise","Data Support Engineer, Gridwise Analytics","Data","IC-2","Barcelona","Remote","USD","45","57.5","70","","","","","",""
"","Gridwise","Data Analyst","Data","IC-2","Barcelona","Remote","USD","75","87.5","100","","","","","",""
"","OpositaTest","React Native developer","Mobile","IC-2","N/A","Remote","EUR","35","40","45","","","","","",""
"","Qustodio","Senior Frontend Developer (React)","Frontend","IC-3","Barcelona","Remote","EUR","45","52.5","60","","","","","",""
"","OMNIOS.AI","Technical Leader (Softwaer AI NLP LLM)","Backend","IC-2","Barcelona","Remote","EUR","45","52.5","60","","","","","",""
"7/2/2024"," Edpuzzle "," Software Engineer (React/Node) "," Full-stack "," IC-2 ","Barcelona","Remote"," EUR ","39","46","53","","","","","",""
"7/3/2024"," Makers99 "," Frontend Developer (m/f/d) "," Frontend "," IC-2 "," Barcelona "," In Office "," EUR ","35","40","45","","","","","",""
"7/3/2024","Notch Sports","Back-end Java (Freelance) ","Backend"," IC-2 ","Barcelona","Remote"," EUR ","45","52.5","60","","","","","",""
"7/4/2024"," Fonoa     "," Senior Full Stack Engineer              "," Full-stack  "," IC-3           ","Barcelona","Remote"," EUR      ","75","82.5","90","","","","","",""
"7/4/2024"," Voicemod  "," Senior Frontend Developer               "," Frontend    "," IC-3           ","N/A"," Full Remote"," EUR      ","52","56","60","","","","","",""
"7/4/2024"," Factorial "," Senior Software Developer - Growth team ","Backend"," IC-3           ","Barcelona","Remote"," EUR      ","51","60.5","70","","","","","",""
"5/2/2025"," TeleClinic "," Senior Growth Product Designer (m/f/d) "," Product "," P-5 "," Remote "," Full Remote "," EUR ","75","75","75","","","","","",""
"5/2/2025"," TeleClinic "," Wordpress Web Developer (m/f/d) "," Frontend "," IC-2 "," Remote "," Full Remote "," EUR ","60","60","60","","","","","",""
"5/2/2025"," Mind Training Games "," Senior Full-Stack Developer (Python+React) "," Full-stack "," IC-3 "," Barcelona "," In Office "," EUR ","45","52.5","60","","","","","",""
"5/2/2025"," REVER (YC S22) "," Frontend Engineer "," Frontend "," IC-2 "," Barcelona "," In Office "," EUR ","50","62.5","75","","","","","",""
"5/2/2025"," REVER (YC S22) "," Backend Engineer "," Backend "," IC-2 "," Barcelona "," In Office "," EUR ","50","65","80","","","","","",""
"5/2/2025"," Zynap "," AI Junior Developer"," Machine Learning "," IC-1 "," Barcelona/Remote "," Hybrid "," EUR ","25","30","35","","","","","",""
"5/2/2025"," Isolutions "," Workplace Engineer "," Devops "," IC-2 "," Barcelona "," In Office "," EUR ","45","50","55","","","","","",""
"5/2/2025"," Oliva "," Senior Product Engineer "," Full-stack "," IC-3 "," Barcelona "," In Office "," EUR ","65","72.5","80","","","","","",""
"5/2/2025"," Housfy R.E "," Backend Developer "," Backend "," IC-2 "," Barcelona "," In Office "," EUR ","30","35","40","","","","","",""
"5/2/2025"," Solucioning Delivery "," Data Analyst + Frontend Junior con experiencia "," Data "," IC-1 "," Barcelona "," In Office "," EUR ","30","35","40","","","","","",""
"5/2/2025"," Stayforlong "," Senior Software Engineer "," Full-stack "," IC-3 "," Barcelona/Remote "," Hybrid "," EUR ","40","50","60","","","","","",""
"5/2/2025"," Signicat "," Java Developer "," Backend "," IC-2 "," Remote "," Full Remote "," EUR ","35","40","45","","","","","",""
"5/2/2025"," Housfy R.E "," Fullstack Developer Mid "," Full-stack "," IC-2 "," Barcelona "," In Office "," EUR ","30","35","40","","","","","",""
"5/2/2025"," SDLI "," Senior Frontend Developer (.NET + Angular) "," Frontend "," IC-3 "," Barcelona/Remote "," Hybrid "," EUR ","40","42.5","45","","","","","",""
"5/2/2025"," SDLI "," Senior Full Stack Developer (.NET + Angular) "," Full-stack "," IC-3 "," Barcelona/Remote "," Hybrid "," EUR ","40","45","50","","","","","",""
"5/2/2025"," Matchtech "," Java Developer "," Backend "," IC-2 "," Barcelona "," In Office "," EUR ","45","47.5","50","","","","","",""
"5/2/2025"," Xcelirate "," Principal Software Engineer "," Full-stack "," IC-5 "," Barcelona "," In Office "," EUR ","122","122","122","","","","","",""
"5/2/2025"," Agency "," Freelance Dev - PHP/Laravel - Rate 28€ / hr "," Backend "," IC-2 "," Remote "," Full Remote "," EUR ","28","28","","","","","","",""
"5/2/2025"," Lizzy AI "," Founding Sr Machine Learning "," Machine Learning "," IC-3 "," Barcelona/Remote "," Hybrid "," EUR ","75","80","85","","","","","",""
"5/2/2025"," Lizzy AI "," Senior Full Stack Engineer - Founding team "," Full-stack "," IC-3 "," Barcelona/Remote "," Hybrid "," EUR ","75","80","85","","","","","",""
"5/2/2025"," IngramMicro "," DevOps Engineer "," Devops "," IC-2 "," Barcelona/Remote "," Hybrid "," EUR ","45","57.5","70","","","","","",""
"5/2/2025"," Dynatrace "," Senior React Engineer "," Frontend "," IC-3 "," Barcelona "," In Office "," EUR ","55","65","75","","","","","",""
"5/2/2025"," Crowd "," Frontend Junior "," Frontend "," IC-1 "," Barcelona "," In Office "," EUR ","20","20","20","","","","","",""
"5/2/2025"," haddock "," Full Stack Software Engineer (React + Node.js) "," Full-stack "," IC-2 "," Barcelona "," In Office "," EUR ","35","42.5","50","","","","","",""
"5/2/2025"," seQura "," Senior Software Engineer - Backend "," Backend "," IC-3 "," Remote "," Full Remote "," EUR ","55","65","75","","","","","",""
"5/2/2025"," seQura "," Senior Software Engineer - Frontend "," Frontend "," IC-3 "," Remote "," Full Remote "," EUR ","55","65","75","","","","","",""
"5/2/2025"," seQura "," Data Engineering Lead "," Data "," IC-6 "," Barcelona/Remote "," Hybrid "," EUR ","55","65","75","","","","","",""
"5/2/2025"," seQura "," Senior Product Designer "," Product "," P-5 "," Barcelona/Remote "," Hybrid "," EUR ","45","55","65","","","","","",""
"5/2/2025"," seQura "," Data Governance Manager "," Data "," M-2 "," Barcelona "," In Office "," EUR ","50","62.5","75","","","","","",""
"5/2/2025"," SITEP "," ArcGIS Specialist "," Data "," IC-2 "," Barcelona "," In Office "," EUR ","30","35","40","","","","","",""
"5/2/2025"," OriGen.AI Inc "," DevOps Engineer "," Devops "," IC-2 "," Remote "," Full Remote "," EUR ","40","45","50","","","","","",""
"5/2/2025"," OriGen.AI Inc "," DevOps Engineer "," Devops "," IC-2 "," Remote "," Full Remote "," EUR ","40","45","50","","","","","",""
"5/2/2025"," Avo "," Front-End Developer with a design background "," Frontend "," IC-2 "," Remote "," Full Remote "," USD ","40","50","60","","","","","",""
"5/2/2025"," zynap "," Backend Developer (Go) "," Backend "," IC-2 "," Barcelona/Remote "," Hybrid "," EUR ","40","45","50","","","","","",""
"5/2/2025"," Aetion "," Senior Site Reliability Engineer "," Devops "," IC-3 "," Barcelona "," In Office "," EUR ","75","82.5","90","","","","","",""
"5/2/2025"," Latitude "," Senior Software Engineer "," Full-stack "," IC-3 "," Barcelona/Remote "," Hybrid "," EUR ","50","60","70","","","","","",""
"5/2/2025"," Stripe "," Frontend Engineer, UI Platform "," Frontend "," IC-2 "," Barcelona "," In Office "," EUR ","60","90","120","","","","","",""
"5/2/2025"," SmartWay VP S.L. "," Front-End Angular Senior Developer "," Frontend "," IC-3 "," Barcelona "," In Office "," EUR ","35","40","45","","","","","",""
"5/2/2025"," SmartWay VP S.L. "," Senior Agile Coach / Scrum Master "," Management "," IC-3 "," Barcelona "," In Office "," EUR ","40","47.5","55","","","","","",""
"5/2/2025"," PickEat "," Founding Engineer - Full Stack "," Full-stack "," IC-3 "," Remote "," Full Remote "," EUR ","32","38.5","45","","","","","",""
"5/2/2025"," PickEat "," Freelance Technical Lead - Full stack "," Full-stack "," IC-6 "," Remote "," Full Remote "," EUR ","35","42.5","50","","","","","",""
"5/2/2025"," Touché "," Technical Product Manager "," Product "," P-4 "," Barcelona "," In Office "," EUR ","40","50","60","","","","","",""
"5/2/2025"," Meliore Foundation "," Dashboard Developer & Data Analyst "," Data "," IC-2 "," Remote "," Full Remote "," EUR ","40","50","60","","","","","",""
"5/2/2025"," Murphy AI "," Sr. DevOps Engineer "," Devops "," IC-3 "," Barcelona "," In Office "," EUR ","60","70","80","","","","","",""
"5/2/2025"," Murphy AI "," Sr Security Engineer "," Devops "," IC-3 "," Barcelona "," In Office "," EUR ","60","70","80","","","","","",""
"5/2/2025"," Murphy AI "," Sr Backend Engineer "," Backend "," IC-3 "," Barcelona "," In Office "," EUR ","50","60","70","","","","","",""
"5/2/2025"," Flanks "," Senior Software Engineer "," Full-stack "," IC-3 "," Barcelona/Remote "," Hybrid "," EUR ","50","55","60","","","","","",""
"5/2/2025"," DocMorris "," QA Automation Engineer (m/f/d) "," QA "," IC-2 "," Barcelona/Remote "," Hybrid "," EUR ","40","45","50","","","","","",""
"5/2/2025"," Sonosuite "," Sr. Frontend Developer "," Frontend "," IC-3 "," Barcelona "," In Office "," EUR ","45","47.5","50","","","","","",""
"5/2/2025"," Orca "," Senior Mobile Engineer, React Native "," Mobile "," IC-3 "," Barcelona/Remote "," Hybrid "," EUR ","60","72.5","85","","","","","",""
"5/2/2025"," Unimedia Technology "," Fullstack Engineer "," Full-stack "," IC-2 "," Barcelona "," In Office "," EUR ","40","47.5","55","","","","","",""
"5/2/2025"," DocMorris "," Junior Security Operations Engineer (m/f/d) "," Devops "," IC-1 "," Barcelona/Remote "," Hybrid "," EUR ","40","42.5","45","","","","","",""
"5/2/2025"," Kabilio "," Backend developer (.Net) "," Backend "," IC-2 "," Barcelona/Remote "," Hybrid "," EUR ","50","52.5","55","","","","","",""
"5/2/2025"," Smart Motors "," .NET Software Engineer "," Backend "," IC-2 "," Barcelona "," In Office "," EUR ","28","31.5","35","","","","","",""
"5/2/2025"," Aizon "," Technical Writer "," Product "," IC-2 "," Barcelona "," In Office "," EUR ","30","35","40","","","","","",""
"5/2/2025"," Front Street "," Founding Senior Software Engineer "," Full-stack "," IC-3 "," Barcelona/Remote "," Hybrid "," EUR ","70","85","100","","","","","",""
"5/2/2025"," BLING "," Lead Software Engineer (Python/Django) "," Backend "," IC-6 "," Barcelona/Remote "," Hybrid "," EUR ","70","80","90","","","","","",""
"5/2/2025"," DocMorris "," Frontend Developer (m/f/d) "," Frontend "," IC-2 "," Barcelona/Remote "," Hybrid "," EUR ","35","40","45","","","","","",""
"6/2/2025"," DocMorris "," Java Backend Engineer (m/w/d) "," Backend "," IC-2 "," Barcelona/Remote "," Hybrid "," EUR ","45","52.5","60","","","","","",""
"6/2/2025"," Aetion "," Staff Full Stack Engineer "," Full-stack "," IC-4 "," Barcelona "," In Office "," EUR ","85","97.5","110","","","","","",""
"6/2/2025"," Aetion "," Staff Java Engineer "," Backend "," IC-4 "," Barcelona "," In Office "," EUR ","85","97.5","110","","","","","",""
"6/2/2025"," Factorial "," Staff Infrastructure Engineer "," Devops "," IC-4 "," Barcelona/Remote "," Hybrid "," EUR ","70","75","80","","","","","",""
"6/2/2025"," Qilimanjaro "," Site Reliability Engineer "," Devops "," IC-2 "," Barcelona/Remote "," Hybrid "," EUR ","45","52.5","60","","","","","",""
"6/2/2025"," DocMorris "," Data Analyst (m/f/d) "," Data "," IC-2 "," Barcelona/Remote "," Hybrid "," EUR ","40","45","50","","","","","",""
"6/2/2025"," Portchain "," Senior Software Engineer "," Full-stack "," IC-3 "," Remote "," Full Remote "," EUR ","95","102.5","110","","","","","",""
"6/2/2025"," FCTG "," JavaScript Engineer "," Frontend "," IC-2 "," Barcelona/Remote "," Hybrid "," EUR ","30","35","40","","","","","",""
"6/2/2025"," bsport "," Tech Talent Acquisiton Specialist "," Management "," IC-2 "," Barcelona "," In Office "," EUR ","35","40","45","","","","","",""
"6/2/2025"," Luzia "," Senior Android Engineer "," Mobile "," IC-3 "," Barcelona "," In Office "," EUR ","60","72.5","85","","","","","",""
"6/2/2025"," Beedigital "," Junior AI Engineer "," Machine Learning "," IC-1 "," Remote "," Full Remote "," EUR ","40","45","50","","","","","",""
"6/2/2025"," Immfly "," QA Developer "," QA "," IC-2 "," Barcelona "," In Office "," EUR ","40","45","50","","","","","",""
"6/2/2025"," Joko "," Software Engineer "," Full-stack "," IC-2 "," Barcelona/Remote "," Hybrid "," EUR ","60","80","100","","","","","",""
"6/2/2025"," Aetion "," Staff Cloud Engineer "," Devops "," IC-4 "," Barcelona "," In Office "," EUR ","85","97.5","110","","","","","",""
"6/2/2025"," Chatty Insights "," Founding Software Engineer "," Full-stack "," IC-3 "," Barcelona/Remote "," Hybrid "," EUR ","36","42","48","","","","","",""
"6/2/2025"," Digital You "," Full Stack Web (Next.js, Rails) "," Full-stack "," IC-2 "," Remote "," Full Remote "," EUR ","30","35","40","","","","","",""
"6/2/2025"," Sateliot "," Senior Full Stack Engineer (PHP and Python/Flask) "," Full-stack "," IC-3 "," Barcelona "," In Office "," EUR ","50","52.5","55","","","","","",""
"6/2/2025"," zynap "," Backend Developer (Go) "," Backend "," IC-2 "," Barcelona "," In Office "," EUR ","40","45","50","","","","","",""
"6/2/2025"," zynap "," DevOps Engineer "," Devops "," IC-2 "," Barcelona "," In Office "," EUR ","45","50","55","","","","","",""
"6/2/2025"," TMB "," Service Operations Team Lead "," Management "," M-1 "," Barcelona/Remote "," Hybrid "," EUR ","50","52","54","","","","","",""
"6/2/2025"," EdgeTier "," QA Engineer "," QA "," IC-2 "," Barcelona/Remote "," Hybrid "," EUR ","40","52.5","65","","","","","",""
"6/2/2025"," haddock "," Full Stack Software Engineer "," Full-stack "," IC-2 "," Barcelona "," In Office "," EUR ","35","42.5","50","","","","","",""
"6/2/2025"," Murphy AI "," Head of Engineering "," Management "," M-5 "," Barcelona "," In Office "," EUR ","100","125","150","","","","","",""
"6/2/2025"," Murphy AI "," Sr Backend Engineer "," Backend "," IC-3 "," Barcelona "," In Office "," EUR ","60","70","80","","","","","",""
"6/2/2025"," Murphy AI "," Lead AI Engineer "," Machine Learning "," IC-6 "," Barcelona "," In Office "," EUR ","70","80","90","","","","","",""
"6/2/2025"," Factorial HR "," Offensive Security Engineer "," Devops "," IC-2 "," Barcelona "," In Office "," EUR ","40","40","40","","","","","",""
"6/2/2025"," SET Europa "," AI Developer"," Machine Learning "," IC-2 "," Barcelona "," In Office "," EUR ","25","32.5","40","","","","","",""
"6/2/2025"," SET Europa "," DevOps Engineer "," Devops "," IC-2 "," Barcelona "," In Office "," EUR ","40","42.5","45","","","","","",""
"6/2/2025"," SET Europa "," Administrador de Sistemas (Senior) "," Devops "," IC-3 "," Barcelona "," In Office "," EUR ","40","47.5","55","","","","","",""
"6/2/2025"," Finletic "," Head of Product "," Product "," P-7 "," Barcelona/Remote "," Hybrid "," EUR ","60","70","80","","","","","",""
"6/2/2025"," Acai Travel "," Senior Product Engineer "," Full-stack "," IC-3 "," Barcelona "," In Office "," EUR ","60","65","70","","","","","",""
"6/2/2025"," TheyDo "," Fullstack Product Engineer "," Full-stack "," IC-3 "," Remote "," Full Remote "," EUR ","90","102.5","115","","","","","",""
"6/2/2025"," Satellogic "," Senior Python Back-end developer "," Backend "," IC-3 "," Barcelona/Remote "," Hybrid "," EUR ","50","60","70","","","","","",""
"6/2/2025"," Paradigm Shift "," IT Infrastructure Specialist "," Devops "," IC-2 "," Barcelona "," In Office "," EUR ","45","55","65","","","","","",""
"6/2/2025"," MongoDB "," IAM & Security Engineer (Europe) "," Devops "," IC-2 "," Barcelona/Remote "," Hybrid "," EUR ","70","79","88","","","","","",""
"6/2/2025"," Set Europa "," PHP Developer "," Backend "," IC-2 "," Barcelona "," In Office "," EUR ","30","32.5","35","","","","","",""
"6/2/2025"," fiskaly "," Senior Backend Engineer (Golang) – Spanish Market "," Backend "," IC-3 "," Remote "," Full Remote "," EUR ","40","52.5","65","","","","","",""
"7/2/2025"," Stayforlong "," Software Engineering Manager "," Management "," M-2 "," Barcelona/Remote "," Hybrid "," EUR ","60","70","80","","","","","",""
"7/2/2025"," DocMorris "," React Native App Developer (m/f/d) "," Mobile "," IC-2 "," Barcelona/Remote "," Hybrid "," EUR ","45","50","55","","","","","",""
"7/2/2025"," SETEuropa "," Desarrollador .NET "," Backend "," IC-2 "," Remote "," Full Remote "," EUR ","35","42.5","50","","","","","",""
"7/2/2025"," The Agile Monkeys "," Senior Devops Engineer "," Devops "," IC-3 "," Remote "," Full Remote "," EUR ","60","65","70","","","","","",""
"7/2/2025"," The Agile Monkeys "," Senior Fullstack (.net) "," Full-stack "," IC-3 "," Remote "," Full Remote "," EUR ","60","70","80","","","","","",""
"7/2/2025"," The Agile Monkeys "," Senior Fullstack (NodeJS) "," Full-stack "," IC-3 "," Remote "," Full Remote "," EUR ","60","70","80","","","","","",""
"7/2/2025"," Promofarma "," QA Automation Engineer (m/f/d) "," QA "," IC-2 "," Barcelona "," In Office "," EUR ","40","50","60","","","","","",""
"7/2/2025"," Nutanix "," Technical Support Engineer (SRE) "," Devops "," IC-2 "," Barcelona "," In Office "," EUR ","45","52.5","60","","","","","",""
"7/2/2025"," Phiture "," Senior Software Engineer "," Full-stack "," IC-3 "," Remote "," Full Remote "," EUR ","60","70","80","","","","","",""
"7/2/2025"," Kantox "," Front End Software Engineer "," Frontend "," IC-2 "," Barcelona "," In Office "," EUR ","45","50","55","","","","","",""
"7/2/2025"," Cross River "," DevOps Engineer "," Devops "," IC-2 "," Barcelona/Remote "," Hybrid "," EUR ","55","62.5","70","","","","","",""
"7/2/2025"," Trainline "," iOS Engineer "," Mobile "," IC-2 "," Barcelona/Remote "," Hybrid "," EUR ","50","60","70","","","","","",""
"7/2/2025"," Adevinta "," Machine Learning Enabler "," Machine Learning "," IC-2 "," Barcelona/Remote "," Hybrid "," EUR ","60","75","90","","","","","",""
"7/2/2025"," Adevinta "," Head of Artificial Intelligence "," Machine Learning "," M-5 "," Barcelona/Remote "," Hybrid "," EUR ","80","95","110","","","","","",""
"7/2/2025"," Sage "," Site Reliability Engineer "," Devops "," IC-2 "," Barcelona/Remote "," Hybrid "," EUR ","40","47.5","55","","","","","",""
"7/2/2025"," AcaiTravel "," Senior Software Engineer "," Full-stack "," IC-3 "," Barcelona "," In Office "," EUR ","60","65","70","","","","","",""
"7/2/2025"," Nester "," Engineering Manager"," Management "," M-2 "," Barcelona "," In Office "," EUR ","50","60","70","","","","","",""
"7/2/2025"," SDLI "," Senior Full Stack Developer "," Full-stack "," IC-3 "," Barcelona/Remote "," Hybrid "," EUR ","50","55","60","","","","","",""
"7/2/2025"," Truvi.com "," Data Engineer "," Data "," IC-2 "," Barcelona/Remote "," Hybrid "," EUR ","35","42.5","50","","","","","",""
"7/2/2025"," DocMorris "," React Frontend Engineer "," Frontend "," IC-2 "," Remote "," Full Remote "," EUR ","50","52.5","55","","","","","",""
"7/2/2025"," DocMorris "," Senior Backend Engineer "," Backend "," IC-3 "," Remote "," Full Remote "," EUR ","50","52.5","55","","","","","",""
"7/2/2025"," New Relic "," Engineering Manager"," Management "," M-2 "," Barcelona/Remote "," Hybrid "," EUR ","80","100","120","","","","","",""
"7/2/2025"," DocMorris "," Data Scientist "," Data "," IC-2 "," Barcelona/Remote "," Hybrid "," EUR ","40","47.5","55","","","","","",""
"7/2/2025"," Adevinta "," Backend Engineer "," Backend "," IC-2 "," Barcelona "," In Office "," EUR ","46","46","46","","","","","",""
"7/2/2025"," Adevinta "," Senior Backend Engineer "," Backend "," IC-3 "," Barcelona "," In Office "," EUR ","64","64","64","","","","","",""
"7/2/2025"," Adevinta "," iOS Engineer "," Mobile "," IC-2 "," Barcelona "," In Office "," EUR ","46","46","46","","","","","",""
"7/2/2025"," Trainline "," Senior iOS Engineer "," Mobile "," IC-3 "," Barcelona "," In Office "," EUR ","70","75","80","","","","","",""
"7/2/2025"," NALA "," Senior Go Engineer "," Backend "," IC-3 "," Barcelona/Remote "," Hybrid "," EUR ","70","90","110","","","","","",""
"7/2/2025"," Mitek Systems "," Senior Software Engineer "," Full-stack "," IC-3 "," Remote "," Full Remote "," EUR ","55","62.5","70","","","","","",""
"7/2/2025"," EdgeTier "," Senior Software Engineer (Python) "," Backend "," IC-3 "," Barcelona/Remote "," Hybrid "," EUR ","60","67.5","75","","","","","",""
"7/2/2025"," EdgeTier "," Tech Lead - Integrations "," Full-stack "," IC-6 "," Barcelona/Remote "," Hybrid "," EUR ","75","82.5","90","","","","","",""
"7/2/2025"," Kantox "," Senior Elixir Software Engineer "," Backend "," IC-3 "," Barcelona "," In Office "," EUR ","60","70","80","","","","","",""
"7/2/2025"," LuxExperience "," Backend Engineer "," Backend "," IC-2 "," Barcelona "," In Office "," EUR ","40","55","70","","","","","",""
"7/2/2025"," DashBook "," Frontend Developer (React) "," Frontend "," IC-2 "," Barcelona/Remote "," Hybrid "," EUR ","35","40","45","","","","","",""
"7/2/2025"," Wallapop "," Engineering Manager"," Management "," M-2 "," Barcelona "," In Office "," EUR ","80","87.5","95","","","","","",""
"7/2/2025"," Wallapop "," Staff iOS Engineer "," Mobile "," IC-4 "," Barcelona "," In Office "," EUR ","70","80","90","","","","","",""
"7/2/2025"," Wallapop "," QA Engineer "," QA "," IC-2 "," Barcelona "," In Office "," EUR ","43","49","55","","","","","",""
"7/2/2025"," Holded "," Senior Backend Developer "," Backend "," IC-3 "," Barcelona "," In Office "," EUR ","50","60","70","","","","","",""
"7/2/2025"," Holded "," Senior Frontend Engineer "," Frontend "," IC-3 "," Barcelona "," In Office "," EUR ","40","50","60","","","","","",""
"7/2/2025"," Holded "," Site Reliability Engineering "," Devops "," IC-2 "," Barcelona "," In Office "," EUR ","50","55","60","","","","","",""
"7/2/2025"," Holded "," Senior Data Engineer "," Data "," IC-3 "," Barcelona "," In Office "," EUR ","60","65","70","","","","","",""
"7/2/2025"," Ensemble IP "," AI Engineer - Information Retrieval"," Machine Learning "," IC-2 "," Barcelona/Remote "," Hybrid "," EUR ","40","60","80","","","","","",""
"7/2/2025"," Ensemble IP "," Python Developer - Patent Data "," Backend "," IC-2 "," Barcelona/Remote "," Hybrid "," EUR ","40","57.5","75","","","","","",""
"7/2/2025"," Ensemble IP "," Full Stack Engineer "," Full-stack "," IC-2 "," Barcelona/Remote "," Hybrid "," EUR ","40","57.5","75","","","","","",""
"7/2/2025"," Rillet "," Software Engineer "," Full-stack "," IC-2 "," Remote "," Full Remote "," EUR ","65","77.5","90","","","","","",""
"7/2/2025"," Rillet "," Senior Software Engineer "," Full-stack "," IC-3 "," Remote "," Full Remote "," EUR ","80","95","110","","","","","",""
"7/2/2025"," Teleclinic "," Fullstack Wordpress Developer "," Full-stack "," IC-2 "," Remote "," Full Remote "," EUR ","60","70","80","","","","","",""
"7/2/2025"," Intemic "," Backend Engineer Mid-Senior "," Backend "," IC-3 "," Barcelona/Remote "," Hybrid "," EUR ","30","40","50","","","","","",""
"7/2/2025"," TetraxAI "," Sr SWE (Founding Team - competitive equity) "," Full-stack "," IC-3 "," Barcelona/Remote "," Hybrid "," EUR ","60","70","80","","","","","",""
"7/2/2025"," Nutanix "," Technical Support Engineer (SRE) "," Devops "," IC-2 "," Barcelona "," In Office "," EUR ","45","52.5","60","","","","","",""
"7/2/2025"," haddock "," Backend Engineer "," Backend "," IC-2 "," Barcelona "," In Office "," EUR ","35","42.5","50","","","","","",""
"7/2/2025"," JOKO "," Lead Product Manager "," Product "," P-6 "," Barcelona/Remote "," Hybrid "," EUR ","100","100","100","","","","","",""
"7/2/2025"," SmartWay VP S.L. "," Senior Backend Developer (.NET) – Hybrid Barcelona "," Backend "," IC-3 "," Barcelona/Remote "," Hybrid "," EUR ","35","40","45","","","","","",""
"7/2/2025"," Dynatrace "," Senior React Engineer "," Frontend "," IC-3 "," Barcelona/Remote "," Hybrid "," EUR ","50","65","80","","","","","",""
"7/2/2025"," Dynatrace "," Team Lead, Frontend Software Engineering "," Frontend "," M-1 "," Barcelona/Remote "," Hybrid "," EUR ","50","65","80","","","","","",""
"7/2/2025"," Down "," Senior/Lead ruby and rails backend eng "," Backend "," IC-6 "," Remote "," Full Remote "," USD ","90","95","100","","","","","",""
"7/2/2025"," Joko "," Senior software Engineer "," Full-stack "," IC-3 "," Barcelona/Remote "," Hybrid "," EUR ","130","130","130","","","","","",""
"7/2/2025"," Sateliot "," AI Solutions Specialist & Evangelist"," Machine Learning "," IC-2 "," Barcelona "," In Office "," EUR ","45","52.5","60","","","","","",""
"7/2/2025"," Sateliot "," Ground Segment Senior Software Engineer "," Backend "," IC-3 "," Barcelona "," In Office "," EUR ","55","60","65","","","","","",""
"7/2/2025"," Sateliot "," Ground Segment Software Engineer "," Backend "," IC-2 "," Barcelona "," In Office "," EUR ","40","42.5","45","","","","","",""
"7/2/2025"," DocMorris "," React Native App Developer (m/f/d) "," Mobile "," IC-2 "," Barcelona/Remote "," Hybrid "," EUR ","42","51","60","","","","","",""
"7/2/2025"," Stayforlong "," Senior Software Engineer "," Full-stack "," IC-3 "," Barcelona/Remote "," Hybrid "," EUR ","40","50","60","","","","","",""
"8/2/2025"," SecretSaucePartners "," Senior Backend Engineer "," Backend "," IC-3 "," Barcelona/Remote "," Hybrid "," EUR ","60","65","70","","","","","",""
"8/2/2025"," TMB "," IT Project Manager "," Management "," M-2 "," Barcelona "," In Office "," EUR ","55","56","57","","","","","",""
"8/2/2025"," TMB "," Workplace Engineer "," Devops "," IC-2 "," Barcelona "," In Office "," EUR ","50","52","54","","","","","",""
